Price,Close,High,Low,Open,Volume
Ticker,SETFNIF50.NS,SETFNIF50.NS,SETFNIF50.NS,SETFNIF50.NS,SETFNIF50.NS
Date,,,,,
2015-07-23,81.53388214111328,81.53388214111328,81.53388214111328,81.53388214111328,0
2015-07-24,80.88652801513672,80.88652801513672,80.88652801513672,80.88652801513672,0
2015-07-27,79.36292266845703,79.36292266845703,79.36292266845703,79.36292266845703,0
2015-07-28,79.13520812988281,79.13520812988281,79.13520812988281,79.13520812988281,0
2015-07-29,79.49612426757812,79.49612426757812,79.49612426757812,79.49612426757812,0
2015-07-30,79.93950653076172,79.93950653076172,79.93950653076172,79.93950653076172,0
2015-07-31,81.72293090820312,82.08395292627792,80.99139888173755,81.08640200555112,393
2015-08-03,82.39747619628906,82.74898850669143,81.70393956654168,81.70393956654168,225
2015-08-04,81.79894256591797,82.4639789800498,81.41892279331039,81.41892279331039,225
2015-08-05,81.32714080810547,81.32714080810547,81.32714080810547,81.32714080810547,0
2015-08-06,81.52294921875,81.52294921875,81.52294921875,81.52294921875,0
2015-08-07,83.23351287841797,84.45907282668522,81.98895520344604,82.36896772373345,575
2015-08-10,81.75143432617188,82.55897171106494,81.51392290424607,82.27395510544463,149
2015-08-11,80.89640045166016,83.1290066080501,80.89640045166016,81.3714233465633,841
2015-08-12,79.89884948730469,80.27886925294982,79.89884948730469,80.27886925294982,199
2015-08-13,79.99385070800781,80.32637252518472,79.94635276860681,80.27886733750975,113
2015-08-14,80.93441009521484,80.93441009521484,80.3738792620469,80.3738792620469,61
2015-08-17,81.08641052246094,81.08641052246094,80.75389593005092,80.75389593005092,60
2015-08-18,81.22891235351562,81.41891860591018,80.80139466149089,81.41891860591018,147
2015-08-19,81.60893249511719,81.60893249511719,81.41891899354405,81.41891899354405,30
2015-08-20,81.22891235351562,81.32391547971291,80.51637803462513,80.89639778768817,298
2015-08-21,79.7468490600586,79.89885262331826,78.85380366298182,78.85380366298182,250
2015-08-24,76.07966613769531,77.85624706853608,72.86850683264603,76.47868361698077,6214
2015-08-25,76.09867095947266,76.47869074824932,74.10357612873847,76.00366782434715,848
2015-08-26,75.00611114501953,76.81119956977535,74.6735965729452,74.6735965729452,439
2015-08-27,76.00365447998047,76.95370016098022,75.29112021923065,76.00365447998047,384
2015-08-28,76.46918487548828,77.09621858645647,76.00366446018643,77.0012154555361,83
2015-08-31,76.66868591308594,76.66868591308594,76.28867342762847,76.28867342762847,309
2015-09-01,74.10356903076172,76.66868967482468,74.10356903076172,76.66868967482468,1791
2015-09-02,74.12255859375,74.86360029099887,74.10356086994659,74.53107851411781,201
2015-09-03,74.6260986328125,75.67114753715964,74.34108200059325,74.34108200059325,217
2015-09-04,73.43854522705078,74.10357440574126,73.15352858002662,74.10357440574126,938
2015-09-07,72.48848724365234,73.5335360270092,72.44098206102436,73.39102772739845,696
2015-09-08,73.64754486083984,73.6760523224744,71.72845559573105,73.15352424995086,275
2015-09-09,74.7210922241211,74.7210922241211,74.53107874413506,74.53107874413506,20
2015-09-10,75.57614135742188,79.04380250251262,73.21052225103813,76.00365904021358,6847
2015-09-11,74.5785903930664,76.09866212339773,74.5785903930664,76.09866212339773,354
2015-09-14,75.64264678955078,75.9086584453312,74.34108147574065,74.43608460305165,1334
2015-09-15,74.42658996582031,74.73061160251994,74.29358412390161,74.73061160251994,2579
2015-09-16,74.76860809326172,74.76860809326172,74.76860809326172,74.76860809326172,140
2015-09-18,75.81365966796875,76.33618052229686,75.71864928693235,76.33618052229686,161
2015-09-21,75.76615142822266,75.76615142822266,75.5951428968236,75.5951428968236,1677
2015-09-22,74.95862579345703,75.05362893739361,74.95862579345703,75.05362893739361,706
2015-09-23,75.05361938476562,75.24362564845529,73.7710589841745,73.7710589841745,2052
2015-09-24,74.5785903930664,74.5785903930664,73.61904216868355,74.55959266755704,594
2015-09-28,74.5785903930664,75.05361326181206,74.5785903930664,74.5785903930664,147
2015-09-29,74.6260986328125,74.6260986328125,73.72355079630093,73.72355079630093,108
2015-09-30,75.97515869140625,76.14616721387068,74.48358717535069,75.05361316747423,1054
2015-10-01,76.00365447998047,76.38367420203504,73.1535174369812,76.38367420203504,1165
2015-10-05,77.90375518798828,77.90375518798828,76.28868023583966,76.28868023583966,186
2015-10-06,77.7137451171875,77.80874824237121,76.90620043244134,77.7137451171875,247
2015-10-07,77.90375518798828,78.1887718257906,77.14371565269823,77.66624373924441,112
