Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Date,,,,,
1990-01-02,5909.299799658062,5909.299799658062,5946.040037159045,5881.377219157315,5893.13409515763,0.0,45.709999084472656
1990-01-03,5825.532058155823,5825.532058155823,5863.741905156844,5797.609477655074,5856.393857656648,0.0,45.709999084472656
1990-01-04,5890.194876157552,5890.194876157552,5894.603704657669,5835.819324656097,5846.106591156373,0.0,45.709999084472656
1990-01-05,6003.354807660578,6003.354807660578,6018.050902660972,5915.17823765822,5943.100818158966,0.0,45.709999084472656
1990-01-08,5951.918475159202,5951.918475159202,5990.128322160224,5947.509646659084,5968.084179659635,0.0,45.709999084472656
1990-01-09,5969.553789159673,5969.553789159673,5971.023398659714,5941.631208658928,5947.509646659084,0.0,45.709999084472656
1990-01-10,6087.122549162818,6087.122549162818,6103.288253663251,5997.476369660421,6000.415588660499,0.0,45.709999084472656
1990-01-11,6107.697082163369,6107.697082163369,6110.6363011634485,6072.426454162425,6100.3490346631725,0.0,45.709999084472656
1990-01-12,6094.4705966630145,6094.4705966630145,6169.420681165021,6084.18333016274,6131.210834163998,0.0,45.709999084472656
1990-01-15,6100.3490346631725,6100.3490346631725,6150.31575766451,6063.608797162189,6134.150053164077,0.0,45.709999084472656
1990-01-16,6057.730359162032,6057.730359162032,6112.1059106634875,6010.702855160775,6084.18333016274,0.0,45.709999084472656
1990-01-17,6079.774501662622,6079.774501662622,6082.713720662701,6026.868559661207,6051.851921161877,0.0,45.709999084472656
1990-01-18,6043.034264161639,6043.034264161639,6119.453958163685,6038.625435661523,6100.3490346631725,0.0,45.709999084472656
1990-01-19,6038.625435661523,6038.625435661523,6066.548016162269,6010.702855160775,6040.095045161561,0.0,45.709999084472656
1990-01-22,5996.006760160381,5996.006760160381,6015.1116836608935,5947.509646659084,6003.354807660578,0.0,45.709999084472656
1990-01-23,6079.774501662622,6079.774501662622,6098.879425163133,5996.006760160381,6009.2332456607355,0.0,45.709999084472656
1990-01-24,6138.558881664194,6138.558881664194,6245.840375167064,6106.22747266333,6134.150053164077,0.0,45.709999084472656
1990-01-25,6117.984348663645,6117.984348663645,6147.376538664431,6073.896063662465,6116.514739163605,0.0,45.709999084472656
1990-01-26,6176.768728665218,6176.768728665218,6191.46482366561,6128.27161516392,6169.420681165021,0.0,45.709999084472656
1990-01-29,6160.603024164784,6160.603024164784,6201.7520901658845,6120.923567663723,6197.3432616657665,0.0,45.709999084472656
1990-01-30,6229.674670666632,6229.674670666632,6275.232565167851,6212.03935666616,6238.492327666868,0.0,45.709999084472656
1990-01-31,6140.028491164235,6140.028491164235,6201.7520901658845,6128.27161516392,6187.055995165492,0.0,45.709999084472656
1990-02-01,6220.857013666397,6220.857013666397,6223.796232666475,6153.254976664588,6154.724586164628,0.0,45.709999084472656
1990-02-02,6222.326623166436,6222.326623166436,6235.55310866679,6191.46482366561,6222.326623166436,0.0,45.709999084472656
1990-02-05,6282.580612668047,6282.580612668047,6323.729678669148,6242.901156166986,6248.779594167143,0.0,45.709999084472656
1990-02-06,6266.414908167615,6266.414908167615,6281.111003168008,6251.718813167222,6272.293346167772,0.0,45.709999084472656
1990-02-07,6217.917794666318,6217.917794666318,6314.912021668912,6204.6913091659635,6256.127641667339,0.0,45.709999084472656
1990-02-08,6223.796232666475,6223.796232666475,6241.431546666946,6189.99521416557,6214.978575666239,0.0,45.709999084472656
1990-02-09,6181.177557165334,6181.177557165334,6228.205061166593,6165.011852664902,6212.03935666616,0.0,45.709999084472656
1990-02-12,6225.265842166514,6225.265842166514,6244.370765667026,6162.072633664824,6175.299119165176,0.0,45.709999084472656
1990-02-13,6201.7520901658845,6201.7520901658845,6257.59725116738,6189.99521416557,6237.022718166829,0.0,45.709999084472656
1990-02-14,6182.647166665373,6182.647166665373,6191.46482366561,6135.619662664117,6169.420681165021,0.0,45.709999084472656
1990-02-15,6116.514739163605,6116.514739163605,6201.7520901658845,6106.22747266333,6188.52560466553,0.0,45.709999084472656
1990-02-16,6184.116776165414,6184.116776165414,6194.404042665688,6117.984348663645,6147.376538664431,0.0,45.709999084472656
1990-02-20,6225.265842166514,6225.265842166514,6241.431546666946,6191.46482366561,6206.1609186660025,0.0,45.709999084472656
1990-02-21,6195.873652165727,6195.873652165727,6266.414908167615,6189.99521416557,6242.901156166986,0.0,45.709999084472656
1990-02-22,6157.663805164706,6157.663805164706,6207.6305281660425,6144.437319664352,6189.99521416557,0.0,45.709999084472656
1990-02-23,6145.906929164392,6145.906929164392,6188.52560466553,6135.619662664117,6140.028491164235,0.0,45.709999084472656
1990-02-26,6051.851921161877,6051.851921161877,6113.575520163527,6019.520512161011,6109.1666916634085,0.0,45.709999084472656
1990-02-27,6040.095045161561,6040.095045161561,6062.139187662151,6020.990121661051,6053.321530661915,0.0,45.709999084472656
1990-02-28,6009.2332456607355,6009.2332456607355,6059.199968662073,5988.658712660185,6056.260749661993,0.0,45.709999084472656
1990-03-01,6010.702855160775,6010.702855160775,6031.277388161326,5993.067541160303,6015.1116836608935,0.0,45.709999084472656
1990-03-02,5960.736132159438,5960.736132159438,6006.2940266606565,5937.22238015881,6000.415588660499,0.0,45.709999084472656
1990-03-05,5975.432227159831,5975.432227159831,5988.658712660185,5951.918475159202,5968.084179659635,0.0,45.709999084472656
1990-03-06,5968.084179659635,5968.084179659635,6000.415588660499,5962.205741659477,5979.841055659949,0.0,45.709999084472656
1990-03-07,5912.2390186581415,5912.2390186581415,5944.570427659006,5890.194876157552,5912.2390186581415,0.0,45.709999084472656
1990-03-08,5906.360580657984,5906.360580657984,5935.75277065877,5904.890971157945,5918.117456658298,0.0,45.709999084472656
1990-03-09,5901.9517521578655,5901.9517521578655,5904.890971157945,5863.741905156844,5872.55956215708,0.0,45.709999084472656
